source_airport_id,target_airport_id
1,135
2,39
2,50
2,92
2,169
3,11
3,75
3,86
3,174
4,42
4,55
4,65
5,133
5,146
5,189
6,8
6,191
6,196
7,55
7,79
8,86
8,164
8,167
8,190
9,32
9,65
9,126
10,53
10,118
11,68
11,131
11,166
12,29
12,170
13,92
13,117
13,197
14,64
15,12
16,171
17,32
17,36
17,63
17,110
17,138
18,44
18,58
19,11
19,153
20,118
21,2
21,15
21,62
21,82
21,130
21,174
21,191
22,126
22,149
23,17
24,122
24,140
24,180
25,146
25,167
26,33
26,79
26,142
27,146
28,13
28,23
28,113
28,124
28,147
29,26
29,85
29,113
30,37
30,46
30,103
30,163
30,185
31,200
32,73
32,154
32,160
33,172
34,171
34,184
35,26
35,30
36,37
36,54
36,119
37,90
37,115
37,163
38,88
38,150
38,172
38,185
39,15
39,74
39,75
39,77
39,95
39,165
40,75
41,154
42,199
43,42
43,47
43,69
44,22
44,155
45,98
46,117
46,147
46,149
47,106
48,49
48,98
48,165
49,51
49,137
50,36
50,144
50,196
51,21
51,46
51,114
51,165
52,81
53,16
53,24
54,55
54,92
54,185
54,190
55,9
55,65
55,144
55,168
56,44
56,70
56,81
56,93
57,88
57,189
58,91
59,30
59,39
59,169
60,25
60,198
61,86
62,5
62,63
62,140
63,31
63,165
63,175
63,179
64,11
64,15
64,97
65,69
65,113
65,167
66,12
66,128
66,195
67,11
67,13
68,77
68,168
68,183
69,172
70,40
70,67
70,75
70,125
70,163
70,166
71,91
71,105
71,151
71,164
72,183
73,47
73,114
73,146
74,60
74,96
74,125
75,33
75,169
76,169
77,168
78,72
78,151
79,26
79,199
80,47
80,98
81,42
81,86
81,139
82,76
82,183
83,40
84,22
84,99
84,106
84,191
84,199
85,13
86,102
86,113
86,144
87,169
88,38
88,48
88,62
88,111
89,3
89,159
89,166
89,170
90,8
91,106
91,174
92,78
92,98
93,15
93,36
93,56
93,144
93,162
93,176
94,61
95,49
95,110
96,88
97,161
98,178
99,40
99,81
99,144
99,149
100,17
100,18
100,50
100,102
101,6
101,21
101,26
101,44
101,47
101,103
101,121
101,147
101,177
102,94
102,174
102,192
103,13
103,35
103,107
104,137
104,193
105,8
106,48
106,90
107,13
107,42
107,54
107,191
108,139
108,188
108,190
109,21
109,39
109,64
109,80
109,116
109,161
109,163
110,3
110,62
110,65
110,190
111,11
111,12
111,88
112,18
112,71
112,100
112,167
113,129
113,139
114,96
114,147
114,150
114,187
115,67
115,139
116,13
117,7
117,83
117,96
117,166
118,10
118,20
119,67
119,109
119,164
120,57
120,62
120,79
120,131
120,172
120,181
121,147
122,143
123,177
124,68
124,146
124,159
124,174
125,22
125,25
125,92
126,57
126,69
126,83
126,105
126,119
127,64
127,102
128,96
128,113
128,148
129,43
129,64
129,178
130,108
130,195
131,18
131,164
131,165
132,121
133,13
133,150
134,84
134,91
134,132
135,1
136,143
137,120
137,184
138,126
138,156
138,191
139,64
139,121
139,200
140,24
140,157
141,34
141,56
141,125
142,34
142,66
142,68
142,139
143,171
144,55
144,139
145,137
146,40
146,108
146,144
147,66
147,159
148,64
148,112
148,153
148,154
149,97
150,13
150,147
151,49
151,136
151,184
152,3
152,19
152,63
152,113
153,52
153,78
154,139
154,159
155,8
156,14
156,55
156,80
156,86
156,90
156,127
156,182
157,140
158,8
159,29
159,49
159,92
159,106
159,141
159,166
160,146
161,83
161,117
161,120
161,130
162,105
162,146
162,165
163,101
164,27
164,172
165,97
166,12
166,15
166,17
167,60
167,96
167,139
167,172
167,192
167,197
168,85
169,134
170,23
170,51
170,70
170,153
170,165
170,167
170,188
171,143
172,142
173,29
173,195
174,134
174,146
174,148
174,154
175,127
176,91
176,152
176,174
177,16
177,123
178,161
179,10
179,128
180,122
180,194
181,26
181,70
181,107
182,45
182,74
183,41
184,49
184,66
184,87
184,97
185,164
186,96
186,104
187,15
187,56
187,145
188,28
189,50
189,54
189,59
189,69
190,68
190,97
190,106
190,108
190,165
190,173
190,182
190,200
191,132
191,158
191,192
192,63
192,120
192,186
193,22
193,43
193,89
193,188
194,180
195,12
195,105
195,121
195,146
195,183
195,187
196,18
196,93
197,4
197,28
197,30
197,128
198,62
198,101
199,52
199,68
199,113
199,187
200,39
200,49
