airport_id,name,iata,lat,lon
1,Synthetic Airport 1,A000,52.660286,2.5160522
2,Synthetic Airport 2,A001,34.127846,-98.21303
3,Synthetic Airport 3,A002,39.266243,-107.008736
4,Synthetic Airport 4,A003,38.57779,-126.5679
5,Synthetic Airport 5,A004,42.034927,-75.51565
6,Synthetic Airport 6,A005,38.229633,-122.2019
7,Synthetic Airport 7,A006,28.235245,-78.38204
8,Synthetic Airport 8,A007,39.15386,-111.53541
9,Synthetic Airport 9,A008,42.006573,-87.99777
10,Synthetic Airport 10,A009,48.1035,-2.4042664
11,Synthetic Airport 11,A010,43.631664,-103.27186
12,Synthetic Airport 12,A011,40.147663,-88.94229
13,Synthetic Airport 13,A012,33.948814,-83.839935
14,Synthetic Airport 14,A013,48.372166,-118.72135
15,Synthetic Airport 15,A014,37.935566,-104.465126
16,Synthetic Airport 16,A015,51.07918,-0.8040314
17,Synthetic Airport 17,A016,38.684006,-120.4325
18,Synthetic Airport 18,A017,46.974705,-121.737785
19,Synthetic Airport 19,A018,36.738205,-122.792786
20,Synthetic Airport 20,A019,50.565258,-3.669693
21,Synthetic Airport 21,A020,31.224903,-97.76301
22,Synthetic Airport 22,A021,39.254574,-108.01147
23,Synthetic Airport 23,A022,33.363293,-96.65713
24,Synthetic Airport 24,A023,52.114796,0.6673279
25,Synthetic Airport 25,A024,42.554157,-73.67753
26,Synthetic Airport 26,A025,41.83363,-84.258026
27,Synthetic Airport 27,A026,31.64902,-99.33875
28,Synthetic Airport 28,A027,35.073975,-83.63779
29,Synthetic Airport 29,A028,42.43948,-87.85657
30,Synthetic Airport 30,A029,27.556015,-82.66351
31,Synthetic Airport 31,A030,37.77637,-121.41213
32,Synthetic Airport 32,A031,33.744442,-95.41997
33,Synthetic Airport 33,A032,40.425575,-102.46881
34,Synthetic Airport 34,A033,34.882782,-84.789604
35,Synthetic Airport 35,A034,30.773504,-95.80149
36,Synthetic Airport 36,A035,37.217907,-123.720505
37,Synthetic Airport 37,A036,37.78321,-119.444626
38,Synthetic Airport 38,A037,36.100807,-93.492714
39,Synthetic Airport 39,A038,41.641907,-87.61388
40,Synthetic Airport 40,A039,26.514832,-79.85098
41,Synthetic Airport 41,A040,39.31576,-106.80421
42,Synthetic Airport 42,A041,35.586853,-104.636406
43,Synthetic Airport 43,A042,44.25043,-88.64737
44,Synthetic Airport 44,A043,38.774815,-121.93127
45,Synthetic Airport 45,A044,42.92337,-76.58227
46,Synthetic Airport 46,A045,37.764946,-70.256424
47,Synthetic Airport 47,A046,34.01474,-84.04954
48,Synthetic Airport 48,A047,42.135826,-85.748085
49,Synthetic Airport 49,A048,30.35708,-83.440155
50,Synthetic Airport 50,A049,38.35828,-122.94523
51,Synthetic Airport 51,A050,31.51331,-93.2083
52,Synthetic Airport 52,A051,48.23755,-120.079765
53,Synthetic Airport 53,A052,48.000706,-3.3978577
54,Synthetic Airport 54,A053,37.92804,-104.70652
55,Synthetic Airport 55,A054,38.269035,-105.12376
56,Synthetic Airport 56,A055,36.65582,-106.25777
57,Synthetic Airport 57,A056,40.567207,-69.46707
58,Synthetic Airport 58,A057,49.85705,-124.7229
59,Synthetic Airport 59,A058,33.419003,-81.384674
60,Synthetic Airport 60,A059,41.704876,-77.18338
61,Synthetic Airport 61,A060,35.62946,-94.30104
62,Synthetic Airport 62,A061,40.771255,-105.70874
63,Synthetic Airport 63,A062,33.02364,-122.859184
64,Synthetic Airport 64,A063,35.88016,-104.11298
65,Synthetic Airport 65,A064,40.37373,-103.696465
66,Synthetic Airport 66,A065,41.147808,-89.695656
67,Synthetic Airport 67,A066,38.77455,-102.4954
68,Synthetic Airport 68,A067,43.237892,-91.23215
69,Synthetic Airport 69,A068,41.551197,-71.50596
70,Synthetic Airport 70,A069,30.362015,-83.22731
71,Synthetic Airport 71,A070,37.928955,-118.7807
72,Synthetic Airport 72,A071,41.161358,-88.66547
73,Synthetic Airport 73,A072,34.421165,-95.2518
74,Synthetic Airport 74,A073,40.42961,-74.90175
75,Synthetic Airport 75,A074,27.460426,-78.6107
76,Synthetic Airport 76,A075,24.315071,-79.751526
77,Synthetic Airport 77,A076,39.683674,-72.13791
78,Synthetic Airport 78,A077,39.3993,-76.28498
79,Synthetic Airport 79,A078,40.11396,-72.75702
80,Synthetic Airport 80,A079,41.327713,-87.12518
81,Synthetic Airport 81,A080,39.81103,-119.33375
82,Synthetic Airport 82,A081,30.785572,-97.66502
83,Synthetic Airport 83,A082,25.795362,-80.59881
84,Synthetic Airport 84,A083,31.461788,-117.07608
85,Synthetic Airport 85,A084,30.615509,-83.32945
86,Synthetic Airport 86,A085,31.554081,-102.01082
87,Synthetic Airport 87,A086,34.467133,-122.89271
88,Synthetic Airport 88,A087,40.821213,-72.02361
89,Synthetic Airport 89,A088,40.3544,-88.56972
90,Synthetic Airport 90,A089,32.718235,-122.05865
91,Synthetic Airport 91,A090,48.179443,-122.96236
92,Synthetic Airport 92,A091,42.771107,-104.69215
93,Synthetic Airport 93,A092,32.723545,-120.30077
94,Synthetic Airport 94,A093,29.597023,-84.24193
95,Synthetic Airport 95,A094,31.947775,-99.20799
96,Synthetic Airport 96,A095,41.800983,-88.27936
97,Synthetic Airport 97,A096,41.94781,-104.50088
