source_airport_id,target_airport_id
1,90
2,211
2,234
2,295
3,175
3,190
4,15
4,16
4,81
4,215
5,106
5,238
6,9
7,142
7,216
8,198
8,290
9,6
9,148
10,65
10,108
11,14
11,90
11,171
11,224
12,42
12,118
13,83
13,114
13,136
13,180
13,218
13,263
13,287
14,118
14,228
15,78
15,169
16,246
17,42
17,177
17,194
17,201
17,260
17,284
18,3
18,81
18,85
18,278
19,287
20,225
21,210
22,100
22,156
22,201
22,237
22,246
22,285
23,26
24,180
24,295
25,233
26,23
26,51
27,266
28,19
28,245
28,276
29,127
30,69
30,270
31,56
31,62
31,103
31,276
31,295
32,14
32,31
32,76
32,289
33,131
33,191
33,245
34,1
34,94
34,212
35,109
36,80
36,155
36,176
36,184
36,249
37,112
38,13
38,20
38,120
38,279
38,299
39,45
39,64
39,188
39,227
40,9
40,50
41,109
42,87
43,177
44,112
44,167
44,191
45,300
46,85
47,97
48,186
49,67
49,105
49,116
49,145
50,66
51,10
51,40
51,200
52,19
52,31
52,59
52,210
53,28
53,223
54,201
54,202
55,15
55,119
55,290
56,163
57,47
57,71
58,109
59,110
59,124
59,224
60,22
60,149
60,167
60,195
60,239
60,272
61,77
61,121
61,203
62,16
62,144
63,127
63,177
64,25
64,57
64,60
64,70
64,146
64,154
64,158
64,240
65,165
65,166
65,256
66,84
66,230
67,116
67,159
67,223
67,268
68,112
68,183
68,210
68,292
69,151
69,288
70,180
70,270
71,32
71,99
71,130
71,169
71,207
71,215
71,289
72,7
73,95
73,100
73,101
74,62
75,141
75,182
76,8
76,122
77,19
77,48
77,101
77,274
78,56
78,106
78,191
79,215
80,143
81,32
81,210
81,255
81,280
82,69
82,193
83,101
83,155
83,167
83,202
84,132
85,102
86,71
86,175
87,20
87,149
87,201
87,234
87,242
87,297
88,148
89,24
89,53
89,62
89,123
89,138
89,261
89,297
90,1
90,15
91,105
91,293
92,137
92,209
93,14
93,77
94,205
95,286
96,69
96,122
97,47
98,280
99,32
99,38
99,125
99,126
99,221
100,17
100,59
100,274
101,1
101,37
101,183
102,140
102,267
103,86
103,273
104,68
104,236
104,290
105,79
106,169
107,46
107,101
107,111
107,123
107,188
107,287
108,17
109,41
109,189
110,28
110,98
111,91
111,96
111,175
111,191
111,205
111,207
112,274
113,63
113,152
113,269
114,249
115,30
115,112
116,11
116,15
117,225
118,28
118,34
118,71
118,98
118,132
119,126
119,197
119,251
119,288
120,15
120,55
120,90
121,216
122,17
122,105
122,206
123,74
124,191
124,258
124,271
124,280
124,293
125,101
125,177
125,262
126,156
126,217
126,248
126,272
127,269
128,67
128,151
128,170
128,177
128,224
128,297
129,159
129,164
129,261
130,22
130,44
130,99
130,295
131,2
131,59
131,161
131,245
132,23
133,22
133,28
133,192
133,241
133,283
133,286
134,293
135,72
135,90
135,172
135,287
136,18
136,61
136,85
136,285
137,30
137,190
137,253
138,128
139,51
139,256
139,291
140,14
140,34
140,39
140,207
140,214
140,288
141,178
142,17
143,25
143,153
143,293
143,296
144,256
145,73
145,76
145,82
145,105
145,112
145,204
146,36
146,100
146,126
146,143
146,164
146,204
147,188
147,264
148,9
149,59
149,126
149,231
150,203
150,259
151,18
151,187
151,264
151,287
152,113
153,52
153,57
153,105
153,262
154,125
154,219
154,220
154,259
155,60
155,64
155,143
155,196
156,240
157,108
158,27
158,85
159,34
159,107
159,192
159,197
159,298
160,209
161,22
161,69
161,79
161,107
161,167
161,188
161,191
161,252
162,151
162,202
163,120
164,14
164,186
164,225
164,239
164,262
165,65
166,65
167,24
167,71
168,33
168,43
168,134
168,210
168,259
169,105
170,206
170,294
171,270
172,4
172,79
172,126
172,155
172,250
173,4
173,71
173,125
173,159
173,171
173,290
173,296
174,67
174,105
174,263
175,78
175,107
175,234
175,300
176,90
177,59
177,118
178,131
178,257
178,294
179,32
179,231
179,248
179,262
180,44
180,93
181,157
181,208
182,95
182,106
183,51
183,111
183,147
183,180
183,225
183,283
184,45
184,80
184,162
184,297
185,22
186,71
186,131
186,192
186,219
186,223
186,270
187,277
187,288
188,257
189,38
189,249
190,133
190,253
190,278
191,114
191,120
192,175
193,119
194,42
194,272
194,296
195,156
196,82
196,83
196,180
196,241
196,282
197,49
197,159
198,3
198,85
198,262
199,26
200,88
201,191
201,273
201,281
202,12
202,38
202,168
202,189
202,241
203,1
203,15
203,86
203,117
203,163
203,172
203,238
203,296
204,3
204,22
205,31
205,82
206,300
207,133
208,84
208,181
209,11
210,217
210,298
211,5
211,62
211,78
211,111
211,170
211,214
212,248
213,12
213,28
214,150
214,210
215,12
215,111
215,173
215,209
216,107
216,180
216,274
217,55
217,62
217,74
217,179
217,235
218,11
218,30
219,169
219,192
219,280
220,143
220,151
220,202
220,213
221,59
221,267
222,42
222,89
222,106
222,275
223,128
223,243
223,299
224,1
224,67
224,77
224,235
225,35
225,97
225,107
225,116
225,186
226,182
226,250
226,297
227,210
228,87
228,135
229,85
229,188
229,280
230,51
230,84
231,4
231,16
231,268
232,25
233,60
233,70
233,153
233,300
234,59
234,160
234,198
234,252
235,52
235,71
235,205
236,210
237,19
237,52
237,226
237,246
237,296
238,21
238,67
238,118
238,204
238,207
238,237
239,164
239,196
240,244
240,247
241,219
242,74
242,105
242,271
243,272
243,273
244,296
245,196
245,235
246,192
247,151
247,153
247,214
247,229
247,265
248,124
249,253
250,133
251,4
251,7
251,116
252,15
252,82
252,83
253,37
254,4
254,12
254,60
254,70
254,80
254,180
254,293
255,52
255,156
255,192
255,223
256,181
257,92
257,252
258,58
258,175
258,177
259,115
259,244
259,254
259,279
260,219
261,248
262,36
262,79
262,155
262,210
262,254
263,12
263,261
264,104
264,232
265,54
265,183
266,101
266,107
266,129
266,300
267,206
268,2
268,215
269,199
269,291
270,103
270,174
271,54
271,267
272,107
272,257
273,78
274,75
274,106
274,209
274,234
275,15
275,89
275,128
275,222
275,223
275,225
276,191
276,205
276,298
277,60
277,93
277,140
277,219
277,224
277,267
278,85
278,91
279,115
279,124
279,183
279,247
280,120
280,226
281,73
281,170
282,85
282,173
283,159
283,185
283,205
283,225
283,235
284,179
285,128
286,3
287,48
288,114
288,183
289,81
289,83
289,294
290,121
290,147
290,201
291,29
291,88
291,139
292,3
292,60
292,120
293,176
293,264
294,177
295,172
295,175
295,178
295,235
295,285
295,287
296,117
297,46
297,283
298,90
298,213
298,289
299,22
299,207
299,284
300,92
300,140
