source_airport_id,target_airport_id
1,3
1,25
1,34
1,67
2,11
3,4
3,41
4,6
4,7
4,13
4,15
4,21
4,48
4,57
4,59
4,66
5,7
5,39
5,45
6,18
6,42
7,18
7,38
8,16
8,19
8,40
8,42
8,69
9,1
9,7
9,13
9,26
9,31
9,40
9,47
9,53
9,57
9,72
10,71
11,2
11,20
12,16
12,18
12,31
12,35
12,42
12,47
12,65
12,75
13,19
13,24
13,25
13,26
13,31
13,39
13,42
13,43
13,62
13,75
14,9
14,12
14,13
14,43
14,44
14,55
14,74
15,34
15,41
15,45
15,52
15,75
16,5
16,8
16,24
16,29
16,48
16,64
16,66
16,70
17,24
17,29
17,39
17,53
18,5
18,31
18,40
18,74
19,3
19,25
19,68
20,11
20,28
20,63
20,73
21,5
21,33
21,34
21,44
21,48
21,54
22,5
22,7
22,9
22,38
22,69
22,70
23,18
23,25
23,46
23,50
23,61
23,69
24,14
24,18
24,29
24,45
25,24
25,39
25,46
25,63
25,64
25,75
26,40
26,44
27,1
27,5
27,35
27,37
27,40
27,47
27,55
28,2
29,5
29,13
29,16
29,17
29,39
29,66
30,19
30,53
30,68
31,1
31,8
31,9
31,12
31,14
31,19
31,30
31,43
31,45
31,66
32,9
32,15
32,21
32,33
32,38
32,46
32,51
32,75
33,16
33,22
33,23
33,32
33,41
33,52
33,60
33,64
34,5
34,7
34,8
34,64
35,2
35,12
35,21
35,26
35,43
35,58
35,61
35,69
35,70
36,26
36,62
36,66
37,7
37,12
37,14
37,17
37,27
37,35
37,50
37,53
37,55
38,3
38,8
38,17
38,27
38,50
38,60
39,9
39,21
39,74
40,8
40,17
40,35
40,54
40,67
40,74
40,75
41,17
41,23
41,55
41,60
42,8
42,25
42,31
42,38
43,8
43,18
43,47
43,53
44,5
44,12
44,18
44,31
44,35
44,38
44,40
44,46
44,52
44,62
44,74
45,5
45,12
45,16
45,18
45,24
45,40
45,58
45,62
45,64
45,66
46,5
46,19
46,21
46,22
46,32
46,38
46,50
46,61
46,70
47,16
47,17
47,18
47,41
47,64
47,75
48,3
48,25
48,38
48,40
49,14
49,15
49,21
49,22
49,25
49,51
49,56
49,60
49,65
50,13
50,38
50,39
51,23
51,38
51,57
51,59
51,60
52,57
53,12
53,16
53,24
53,27
53,35
53,64
53,70
53,74
54,14
54,43
54,47
55,6
55,8
55,35
55,47
55,60
55,64
56,34
56,49
56,60
56,61
57,16
57,21
57,23
57,25
57,51
57,59
57,75
58,8
58,9
58,11
58,29
58,64
58,75
59,8
59,34
59,40
59,41
59,42
59,50
59,51
59,69
60,1
60,6
60,19
60,48
60,56
60,57
61,7
61,41
61,51
61,69
62,16
62,19
62,29
62,36
62,47
63,71
64,12
64,18
64,31
64,37
64,44
64,56
65,33
65,38
65,54
65,56
66,8
66,14
67,17
67,29
67,54
67,55
67,64
68,21
68,58
69,39
69,66
70,26
70,27
70,47
70,64
70,68
71,10
71,63
72,6
72,7
72,13
72,25
72,31
72,38
72,44
72,59
72,62
72,66
72,70
72,75
73,20
74,6
74,18
74,39
74,43
74,46
74,53
74,72
75,15
75,26
75,34
75,35
75,50
