source_airport_id,target_airport_id
1,4
1,71
2,4
2,16
2,19
3,58
3,73
4,55
4,70
5,27
6,23
6,26
7,90
8,15
8,38
9,19
9,50
9,67
10,17
10,95
11,32
11,33
12,1
13,29
13,39
13,48
14,17
14,30
15,26
16,14
17,7
17,55
18,85
19,25
19,40
19,80
19,98
20,65
21,4
21,53
21,94
22,7
22,83
22,90
23,6
23,15
24,91
25,47
26,8
27,5
28,25
28,32
28,79
28,83
28,94
29,26
30,43
30,44
30,68
30,89
31,1
31,22
31,40
31,49
31,66
32,4
32,31
33,4
34,98
35,7
35,13
35,67
35,90
36,34
36,46
36,50
37,27
37,87
37,93
38,23
38,29
38,45
39,5
39,14
39,41
40,16
40,17
40,34
40,42
40,50
40,54
40,76
41,11
41,14
41,50
41,62
42,65
42,82
43,77
44,16
44,70
45,38
45,72
46,93
47,7
47,62
47,63
47,69
47,78
47,82
48,1
48,14
48,96
49,90
50,10
50,28
50,65
51,26
51,37
51,69
52,12
52,17
52,22
52,37
52,39
52,57
52,96
53,26
54,77
55,57
55,64
56,7
56,21
56,54
56,71
56,74
57,4
58,4
58,59
58,74
59,51
59,94
60,22
60,35
60,39
60,44
60,50
61,62
61,98
62,28
62,75
62,76
63,31
63,71
63,86
64,63
64,66
64,75
64,86
64,97
65,32
65,51
65,73
65,75
66,47
66,73
66,88
67,27
67,53
67,60
68,59
68,82
69,4
69,49
69,56
69,64
69,75
69,85
69,99
70,30
70,34
70,94
71,52
71,60
71,77
72,45
73,27
73,42
74,61
75,77
75,94
76,81
76,85
77,16
77,51
77,56
77,98
78,14
79,10
79,84
80,3
80,50
80,66
81,30
81,75
82,42
82,51
82,63
83,30
83,62
84,40
84,78
85,18
86,47
86,80
86,83
86,92
87,2
87,4
87,90
88,53
88,85
88,92
89,9
89,31
89,33
89,40
89,55
89,64
89,77
90,11
90,27
90,94
91,24
92,17
93,5
93,7
94,7
94,47
95,33
95,65
95,92
96,12
96,61
97,4
97,20
97,94
98,31
98,74
98,100
99,3
99,17
99,36
99,69
99,83
99,86
99,88
100,28
100,43
100,77
100,80
100,92
