airport_id,name,iata,lat,lon
1,Synthetic Airport 1,A000,40.927757,-102.02863
2,Synthetic Airport 2,A001,33.232082,-83.00075
3,Synthetic Airport 3,A002,46.652588,-121.761215
4,Synthetic Airport 4,A003,33.582237,-118.13827
5,Synthetic Airport 5,A004,35.840214,-84.61835
6,Synthetic Airport 6,A005,50.319004,-0.60946655
7,Synthetic Airport 7,A006,44.996864,-86.57751
8,Synthetic Airport 8,A007,35.166115,-121.43049
9,Synthetic Airport 9,A008,50.28553,-0.37483215
10,Synthetic Airport 10,A009,27.505905,-78.256775
11,Synthetic Airport 11,A010,38.65695,-122.90342
12,Synthetic Airport 12,A011,24.08488,-79.41521
13,Synthetic Airport 13,A012,51.251934,1.26474
14,Synthetic Airport 14,A013,31.48194,-99.27131
15,Synthetic Airport 15,A014,41.55814,-105.20193
16,Synthetic Airport 16,A015,26.875381,-76.94939
17,Synthetic Airport 17,A016,31.473581,-98.954506
18,Synthetic Airport 18,A017,38.415665,-120.07484
19,Synthetic Airport 19,A018,50.73571,-2.573822
20,Synthetic Airport 20,A019,41.830368,-87.09623
21,Synthetic Airport 21,A020,40.77053,-75.90648
22,Synthetic Airport 22,A021,24.667812,-81.51978
23,Synthetic Airport 23,A022,41.491314,-74.528725
24,Synthetic Airport 24,A023,34.862167,-119.50614
25,Synthetic Airport 25,A024,33.751663,-95.02316
26,Synthetic Airport 26,A025,42.85058,-72.11111
27,Synthetic Airport 27,A026,46.906715,-120.56868
28,Synthetic Airport 28,A027,30.674982,-84.04072
29,Synthetic Airport 29,A028,40.996056,-84.63392
30,Synthetic Airport 30,A029,38.022774,-120.32141
31,Synthetic Airport 31,A030,39.90007,-104.02419
32,Synthetic Airport 32,A031,38.778675,-124.47657
33,Synthetic Airport 33,A032,49.063034,-120.937904
34,Synthetic Airport 34,A033,40.40612,-72.473785
35,Synthetic Airport 35,A034,33.41996,-84.23901
36,Synthetic Airport 36,A035,39.999386,-86.48153
37,Synthetic Airport 37,A036,39.687492,-120.83913
38,Synthetic Airport 38,A037,37.093426,-122.975914
39,Synthetic Airport 39,A038,23.629284,-79.15641
40,Synthetic Airport 40,A039,30.671051,-96.34617
41,Synthetic Airport 41,A040,33.11207,-117.7822
42,Synthetic Airport 42,A041,40.732098,-123.06259
43,Synthetic Airport 43,A042,53.015095,-1.380249
44,Synthetic Airport 44,A043,44.062115,-122.07155
45,Synthetic Airport 45,A044,33.39347,-81.56426
46,Synthetic Airport 46,A045,42.50212,-83.25533
47,Synthetic Airport 47,A046,41.109215,-105.41331
48,Synthetic Airport 48,A047,33.587124,-99.148994
49,Synthetic Airport 49,A048,32.35922,-85.11082
50,Synthetic Airport 50,A049,34.765373,-120.07879
51,Synthetic Airport 51,A050,24.6876,-81.121124
52,Synthetic Airport 52,A051,46.988705,0.33926392
53,Synthetic Airport 53,A052,46.03247,-124.13731
54,Synthetic Airport 54,A053,32.569668,-117.19057
55,Synthetic Airport 55,A054,35.54796,-82.84459
56,Synthetic Airport 56,A055,44.086212,-84.87443
57,Synthetic Airport 57,A056,49.379444,3.1842499
58,Synthetic Airport 58,A057,34.28942,-116.41284
59,Synthetic Airport 59,A058,34.121872,-113.874115
60,Synthetic Airport 60,A059,31.07001,-119.40775
61,Synthetic Airport 61,A060,37.867928,-87.35436
62,Synthetic Airport 62,A061,39.670567,-104.32958
63,Synthetic Airport 63,A062,33.91359,-83.54931
64,Synthetic Airport 64,A063,24.606236,-78.23782
65,Synthetic Airport 65,A064,28.519268,-119.05504
66,Synthetic Airport 66,A065,37.562332,-118.952255
67,Synthetic Airport 67,A066,40.816963,-85.355354
68,Synthetic Airport 68,A067,31.861889,-83.72154
69,Synthetic Airport 69,A068,46.801826,-121.365364
70,Synthetic Airport 70,A069,31.383587,-86.35453
71,Synthetic Airport 71,A070,34.019485,-101.992256
72,Synthetic Airport 72,A071,37.642506,-122.540825
73,Synthetic Airport 73,A072,40.85529,-87.25931
74,Synthetic Airport 74,A073,33.463543,-96.56956
75,Synthetic Airport 75,A074,47.385998,-124.48838
76,Synthetic Airport 76,A075,36.819687,-105.55793
77,Synthetic Airport 77,A076,39.567806,-101.15518
78,Synthetic Airport 78,A077,36.706985,-120.90659
79,Synthetic Airport 79,A078,36.37467,-103.425095
80,Synthetic Airport 80,A079,32.637516,-119.006485
81,Synthetic Airport 81,A080,38.47398,-120.8855
82,Synthetic Airport 82,A081,24.55691,-77.702255
83,Synthetic Airport 83,A082,44.789215,-86.37454
84,Synthetic Airport 84,A083,43.252533,-105.46007
85,Synthetic Airport 85,A084,25.18321,-79.696686
86,Synthetic Airport 86,A085,26.90277,-82.01523
87,Synthetic Airport 87,A086,37.626007,-85.011185
88,Synthetic Airport 88,A087,50.80695,0.7478485
89,Synthetic Airport 89,A088,38.058186,-105.712814
90,Synthetic Airport 90,A089,33.096935,-118.84316
91,Synthetic Airport 91,A090,48.721558,2.425766
92,Synthetic Airport 92,A091,37.94293,-74.08597
93,Synthetic Airport 93,A092,33.317104,-95.489334
94,Synthetic Airport 94,A093,39.022587,-105.24361
95,Synthetic Airport 95,A094,51.962883,-2.6879578
96,Synthetic Airport 96,A095,48.42695,-122.27213
97,Synthetic Airport 97,A096,45.921566,-122.99542
98,Synthetic Airport 98,A097,33.552696,-122.37621
99,Synthetic Airport 99,A098,32.36119,-99.400536
100,Synthetic Airport 100,A099,38.51877,-105.4803
101,Synthetic Airport 101,A100,49.79709,2.5062103
102,Synthetic Airport 102,A101,33.5309,-98.15263
103,Synthetic Airport 103,A102,47.169704,-122.34346
104,Synthetic Airport 104,A103,38.285873,-121.09951
105,Synthetic Airport 105,A104,49.45204,-121.70134
106,Synthetic Airport 106,A105,44.002636,-88.54937
107,Synthetic Airport 107,A106,31.717482,-115.00215
108,Synthetic Airport 108,A107,35.909653,-119.690254
109,Synthetic Airport 109,A108,33.128197,-89.2403
110,Synthetic Airport 110,A109,40.888573,-71.84196
111,Synthetic Airport 111,A110,27.672672,-79.178055
112,Synthetic Airport 112,A111,40.049847,-85.933464
113,Synthetic Airport 113,A112,32.766994,-84.220924
114,Synthetic Airport 114,A113,42.468273,-86.23976
115,Synthetic Airport 115,A114,49.90793,-118.454735
116,Synthetic Airport 116,A115,36.70007,-114.98247
117,Synthetic Airport 117,A116,31.628748,-80.84726
118,Synthetic Airport 118,A117,33.216625,-82.30769
119,Synthetic Airport 119,A118,32.3261,-116.54667
120,Synthetic Airport 120,A119,49.145157,-120.40924
121,Synthetic Airport 121,A120,34.5345,-86.61655
122,Synthetic Airport 122,A121,50.75441,4.0852356
123,Synthetic Airport 123,A122,36.398808,-121.87682
124,Synthetic Airport 124,A123,42.564106,-87.23199
125,Synthetic Airport 125,A124,41.816685,-104.405
126,Synthetic Airport 126,A125,49.935112,0.5170288
127,Synthetic Airport 127,A126,25.148577,-84.46383
128,Synthetic Airport 128,A127,42.20015,-87.419846
129,Synthetic Airport 129,A128,47.48622,-124.79098
130,Synthetic Airport 130,A129,41.317036,-75.70339
131,Synthetic Airport 131,A130,31.641548,-88.08672
132,Synthetic Airport 132,A131,24.606045,-83.66554
133,Synthetic Airport 133,A132,47.26979,0.73773193
134,Synthetic Airport 134,A133,34.053066,-119.35184
135,Synthetic Airport 135,A134,27.936214,-80.46529
136,Synthetic Airport 136,A135,47.35561,-0.76794434
137,Synthetic Airport 137,A136,40.710587,-90.186104
138,Synthetic Airport 138,A137,34.696846,-98.42251
139,Synthetic Airport 139,A138,33.355095,-86.90589
140,Synthetic Airport 140,A139,30.151516,-119.004295
141,Synthetic Airport 141,A140,42.193676,-109.06308
142,Synthetic Airport 142,A141,37.78936,-74.54108
143,Synthetic Airport 143,A142,28.537722,-78.46154
144,Synthetic Airport 144,A143,38.686817,-102.26119
145,Synthetic Airport 145,A144,32.52851,-116.1208
146,Synthetic Airport 146,A145,37.67519,-121.38144
147,Synthetic Airport 147,A146,41.92985,-89.89227
148,Synthetic Airport 148,A147,34.841652,-82.61576
149,Synthetic Airport 149,A148,42.979214,-86.866104
150,Synthetic Airport 150,A149,32.603924,-96.50346
