source_airport_id,target_airport_id
1,36
1,43
1,65
1,66
1,86
1,91
1,92
1,97
1,101
1,104
1,119
1,124
1,139
2,16
2,27
2,28
2,76
2,117
3,22
3,24
3,67
3,79
3,92
3,100
3,122
3,140
4,45
4,64
4,74
4,76
4,93
4,114
4,133
5,16
5,46
5,48
5,52
5,61
5,84
5,93
5,110
5,125
6,7
6,16
6,22
6,31
6,43
6,64
6,69
6,72
6,77
6,94
6,121
6,132
6,150
7,20
7,37
7,53
7,62
7,71
7,82
7,83
7,92
7,111
8,63
9,16
9,27
9,65
10,5
10,13
10,65
10,66
10,68
10,90
10,96
10,115
10,150
11,55
11,65
11,109
12,25
12,56
12,73
12,77
12,99
12,101
12,111
12,124
12,134
12,149
13,31
13,96
13,106
13,124
13,147
14,3
14,7
14,18
14,30
14,31
14,43
14,87
14,122
15,20
15,38
15,39
15,41
15,61
15,62
15,64
15,67
15,69
15,72
15,78
15,98
15,102
16,34
16,47
16,56
16,64
16,96
16,99
16,105
16,114
17,28
17,44
17,64
17,96
17,105
17,136
17,145
18,3
18,48
18,69
18,108
18,127
18,128
18,139
19,81
19,124
20,19
20,21
20,31
20,40
20,43
20,80
20,99
20,107
20,125
20,145
21,2
21,41
21,60
21,61
21,70
21,93
21,150
22,65
22,76
22,97
22,99
22,102
22,143
23,83
23,120
23,143
23,150
24,5
24,13
24,38
24,98
24,139
25,33
25,106
26,4
26,9
26,36
26,76
26,111
26,120
26,124
27,5
27,12
27,21
27,35
27,47
27,69
27,78
27,125
27,129
28,5
28,19
28,35
28,47
28,50
28,51
28,56
28,65
28,115
29,118
30,43
30,44
30,103
30,117
30,126
30,132
30,141
31,43
31,100
31,106
31,126
31,128
31,131
31,132
32,16
32,19
32,35
32,46
32,55
32,70
32,94
32,98
32,109
32,127
32,136
33,14
33,17
33,19
33,32
33,52
33,71
33,72
33,83
33,123
33,124
33,126
33,145
34,61
34,107
34,115
34,122
34,140
35,27
35,47
35,65
35,85
35,98
35,105
35,148
36,18
36,23
36,56
36,119
36,137
36,145
36,146
36,150
37,43
37,82
37,100
37,102
38,19
38,24
38,39
38,54
38,100
39,150
40,16
40,68
40,76
40,107
40,150
41,11
41,19
41,34
42,4
42,38
42,76
42,87
42,91
42,99
42,115
42,136
43,64
43,85
43,98
43,122
43,124
43,145
44,3
44,6
44,31
44,33
44,66
44,90
44,111
45,27
45,60
45,114
45,117
46,13
46,26
46,45
46,104
47,35
47,97
47,136
48,14
48,20
48,21
48,30
48,59
48,64
48,72
48,86
48,105
48,140
49,73
49,118
49,135
50,1
50,2
50,32
50,57
50,80
50,83
50,90
50,96
51,12
51,21
51,55
51,92
51,94
51,110
51,129
51,136
52,16
52,22
52,34
52,48
52,64
52,124
52,127
53,51
53,59
53,62
53,71
53,122
53,127
53,149
54,13
54,22
54,31
54,83
54,89
54,121
54,146
54,148
55,10
55,56
55,74
55,78
55,83
55,84
55,85
56,5
56,13
56,34
56,35
56,40
56,116
56,126
57,16
57,38
57,39
57,40
57,59
57,100
57,132
57,146
58,118
59,22
59,45
59,48
59,73
59,81
60,32
60,36
60,55
60,68
60,84
60,85
60,89
60,97
60,124
61,51
61,62
61,73
61,79
61,84
61,98
61,101
61,129
61,136
61,141
62,27
62,32
62,77
62,109
62,122
62,133
62,150
63,130
64,54
64,90
64,123
64,137
64,145
64,150
65,40
65,54
65,84
65,97
65,98
65,137
65,148
66,34
66,45
66,52
66,61
66,79
66,83
66,90
66,115
66,123
66,143
67,14
67,98
67,106
67,113
68,32
68,60
68,80
69,43
69,60
69,65
69,99
69,122
69,146
70,51
70,52
70,84
70,108
70,150
71,14
71,16
71,18
71,45
71,54
71,64
71,94
71,128
71,139
71,150
72,12
72,16
72,90
72,96
72,121
72,126
72,138
72,145
73,55
73,117
74,5
74,32
74,60
74,61
74,65
74,92
74,129
74,136
74,140
74,143
