source_airport_id,target_airport_id
1,40
1,63
1,97
2,41
3,16
3,34
3,79
4,82
4,91
5,3
5,9
5,79
6,13
6,16
6,54
7,73
7,91
7,99
8,46
8,51
8,90
9,4
9,13
9,62
10,49
11,18
11,29
11,32
11,52
11,86
11,98
12,27
13,5
14,5
15,84
16,63
16,96
17,5
17,20
17,31
18,5
18,58
18,97
19,58
20,64
20,69
21,41
22,39
23,16
23,53
23,73
23,94
23,97
23,98
24,17
24,28
25,5
25,35
26,4
26,76
26,77
27,50
27,68
27,69
27,99
28,3
28,77
29,58
30,18
30,24
30,46
31,17
31,18
31,23
31,24
32,9
32,31
32,38
32,83
33,44
34,63
34,94
35,5
35,26
35,33
35,68
36,4
36,6
36,34
36,47
36,84
36,88
36,90
37,69
37,94
38,22
39,3
39,4
40,5
41,2
42,38
43,80
44,18
44,40
44,48
45,31
45,63
45,91
46,48
46,53
46,69
46,99
47,67
48,15
48,18
48,38
48,98
49,33
50,15
50,29
50,78
51,4
51,65
51,73
52,34
52,65
52,68
53,49
54,5
54,82
55,4
55,87
56,22
56,71
57,45
57,73
57,88
58,5
58,19
58,36
58,46
58,69
59,1
59,4
59,7
59,28
59,51
59,73
59,88
59,94
59,97
60,5
60,12
60,40
60,42
61,91
62,7
62,14
62,44
62,66
62,89
62,100
63,58
64,7
64,8
64,39
64,52
65,10
66,25
66,34
66,75
67,4
67,33
68,23
68,38
68,48
69,11
69,19
69,27
69,28
69,57
69,63
69,76
69,83
70,3
70,46
70,78
71,81
72,54
73,65
74,17
74,61
75,12
75,38
75,73
76,38
76,70
76,92
77,42
77,71
78,5
79,15
79,30
79,52
79,65
79,97
80,41
80,85
80,95
81,60
82,54
83,13
83,16
83,39
83,74
84,38
85,41
86,16
86,23
86,56
86,70
87,12
87,15
87,18
87,55
87,71
87,72
87,94
88,50
88,77
88,93
89,70
90,1
90,10
90,31
90,37
90,88
91,70
91,98
92,12
92,67
93,88
93,90
94,86
95,21
95,43
95,80
96,59
97,27
97,28
97,31
97,64
97,71
97,79
98,72
99,30
99,32
99,33
99,91
100,5
100,48
