source_airport_id,target_airport_id
1,33
2,23
2,183
3,57
3,72
3,170
4,103
4,194
5,7
5,22
5,67
5,128
5,178
5,188
6,109
6,131
7,41
7,48
7,162
7,174
8,5
8,15
8,16
8,64
8,65
8,184
9,177
10,47
10,119
11,26
11,80
11,179
12,26
12,197
13,155
13,158
14,28
15,14
15,53
16,32
16,97
17,47
17,102
18,31
19,78
19,104
19,128
20,127
21,9
21,47
21,185
22,194
23,25
23,156
23,185
23,191
24,166
24,176
24,186
25,31
25,56
25,151
25,186
26,2
26,84
26,129
26,152
26,195
27,19
27,104
28,196
29,62
29,84
29,139
29,161
30,129
31,12
31,18
32,4
32,103
32,152
33,7
33,71
33,81
33,171
34,26
34,120
34,181
35,16
36,146
37,52
38,8
39,50
40,78
41,53
42,66
42,67
42,74
42,80
42,97
43,10
43,19
43,57
43,77
43,125
43,155
43,193
44,153
44,160
44,193
45,9
46,16
46,107
47,3
47,52
47,94
47,181
47,192
48,4
48,141
49,116
49,198
50,135
51,63
52,94
53,5
53,14
53,45
54,19
54,61
54,68
54,105
54,132
54,133
54,138
54,170
55,175
56,26
56,154
57,11
57,15
57,26
57,37
57,79
57,179
57,195
58,11
58,40
58,44
58,123
59,123
60,106
60,112
60,165
60,198
61,67
61,143
61,176
61,200
62,80
63,51
63,53
63,85
64,1
64,60
64,68
64,154
65,22
65,94
65,189
66,53
66,106
66,169
67,199
68,150
68,159
68,167
69,104
70,88
70,113
71,11
71,47
71,114
71,189
72,110
72,161
73,8
73,22
73,48
73,78
73,121
73,194
74,43
74,172
75,14
75,26
75,152
76,74
76,194
77,102
78,40
78,130
79,57
80,23
80,86
81,26
81,42
81,44
82,78
83,98
83,168
83,177
84,2
84,11
84,32
84,157
85,102
85,127
86,84
86,146
87,90
88,20
88,49
88,70
88,147
88,172
89,56
89,65
90,43
90,48
90,76
91,80
91,111
91,175
92,27
92,104
92,123
93,150
93,196
94,55
94,78
94,81
94,152
94,156
94,193
95,56
96,114
97,75
97,114
97,192
97,194
98,50
99,162
99,172
100,134
101,132
101,173
102,74
102,175
102,176
102,198
103,185
104,69
104,93
105,139
106,28
106,85
107,55
107,86
107,91
107,110
107,180
107,197
108,36
108,99
108,145
108,182
108,187
109,6
109,39
110,28
110,143
110,146
110,150
110,180
110,184
111,148
111,196
112,75
112,107
112,162
113,114
114,13
114,38
115,122
116,62
116,72
116,103
116,104
116,108
116,114
117,20
118,7
118,186
118,192
118,195
119,23
120,30
120,90
120,92
120,97
120,194
121,28
121,67
121,149
121,150
122,4
122,124
123,67
123,147
124,20
124,68
124,96
124,107
124,115
124,170
125,34
125,108
125,167
125,171
125,181
125,183
126,186
127,78
127,93
127,200
128,108
129,147
129,163
130,3
130,82
130,167
131,6
132,68
133,24
133,32
133,66
133,84
133,123
133,144
134,185
135,50
136,21
137,55
137,115
138,54
138,73
138,75
138,151
139,3
140,25
140,180
141,97
141,110
141,132
141,136
141,173
142,117
143,86
143,100
144,149
145,160
146,31
147,105
148,5
148,12
148,112
148,117
148,167
148,197
149,200
150,23
150,66
150,114
150,122
151,73
151,76
151,113
151,189
152,1
152,16
152,19
152,171
152,185
153,129
153,185
153,195
154,19
154,68
155,29
155,52
155,149
156,161
157,69
157,146
158,17
158,95
158,126
158,140
159,107
159,137
160,69
160,72
160,99
160,114
161,83
161,114
161,124
162,30
162,91
162,105
162,108
162,132
162,142
163,94
164,13
164,28
164,141
164,190
165,46
166,48
167,26
167,35
167,46
167,101
167,114
167,180
167,185
167,198
168,83
169,1
169,89
169,143
169,198
170,96
170,130
170,165
171,42
171,74
171,94
172,16
172,78
172,157
172,170
172,199
173,19
173,29
173,87
173,122
173,146
174,26
174,101
175,16
175,102
175,167
176,118
176,137
176,191
177,21
178,169
179,14
179,32
179,99
179,128
179,154
180,175
181,25
182,147
183,30
183,58
183,86
184,104
185,94
185,133
185,160
185,200
186,158
187,7
187,92
187,178
188,127
188,164
189,146
190,3
190,12
190,86
190,156
190,164
191,3
191,46
191,189
191,193
192,15
192,149
193,59
193,101
193,107
193,127
193,147
193,189
194,130
195,123
196,78
196,99
196,104
197,165
198,55
199,23
199,47
200,33
200,42
