source_airport_id,target_airport_id
1,22
1,130
1,152
1,384
1,430
1,454
1,470
1,531
1,597
2,8
2,38
2,112
2,126
2,248
2,249
2,301
2,349
2,485
2,523
2,566
3,46
3,81
3,241
3,259
3,423
3,536
4,61
4,71
4,231
4,276
4,303
4,377
4,383
4,436
4,530
4,549
4,570
5,1
5,2
5,112
5,139
5,197
5,258
5,262
5,399
5,436
5,530
6,5
6,34
6,139
6,213
6,230
6,459
6,460
6,480
6,535
6,572
7,185
8,104
8,110
8,112
8,188
8,230
8,264
8,378
8,463
8,476
8,557
9,21
9,79
9,114
9,170
9,218
9,292
9,378
9,415
9,457
9,578
10,38
10,218
10,219
10,253
10,345
10,380
10,447
10,501
11,59
11,142
11,258
11,291
11,514
12,236
12,390
12,466
12,580
13,46
13,48
13,128
13,312
13,313
13,426
13,472
13,540
14,94
14,110
14,153
14,160
14,195
14,349
14,361
14,377
14,522
15,27
15,43
15,56
15,88
15,116
15,180
15,336
15,353
15,406
15,415
15,428
15,437
15,517
16,24
16,43
16,66
16,108
16,222
16,369
16,457
16,560
16,573
16,585
16,600
17,67
17,98
17,125
17,160
17,184
17,192
17,308
17,408
17,423
18,21
18,151
18,170
18,173
18,274
18,308
18,345
18,362
18,386
18,404
18,500
19,148
19,250
19,471
19,507
19,538
19,598
20,21
20,220
20,342
20,359
20,438
20,516
21,89
21,99
21,134
21,141
21,224
21,308
21,343
21,436
21,438
21,440
21,446
21,512
21,570
22,3
22,76
22,90
22,175
22,213
22,464
22,497
22,514
23,147
23,322
24,37
24,66
24,110
24,176
24,194
24,344
24,380
24,437
24,554
25,49
25,110
25,154
25,306
25,429
25,478
26,33
26,347
26,432
26,552
27,13
27,110
27,122
27,352
27,401
27,448
27,514
27,540
27,593
28,237
28,281
28,363
28,418
28,429
28,457
29,125
29,135
29,223
29,378
29,451
29,512
29,545
29,589
29,599
30,27
30,29
30,67
30,71
30,109
30,170
30,176
30,249
30,254
30,346
30,423
30,448
30,519
30,550
30,561
30,565
30,572
31,42
31,53
31,61
31,121
31,224
31,262
31,354
31,373
31,427
31,437
31,502
31,542
32,65
32,69
32,123
32,141
32,457
33,84
33,454
33,520
33,523
34,86
34,153
34,189
34,299
34,429
34,516
34,593
34,598
35,36
35,48
35,130
35,139
35,178
35,257
35,261
35,354
35,373
35,375
35,403
35,425
35,444
35,467
35,482
36,6
36,34
36,35
36,88
36,197
36,217
36,309
36,357
36,382
36,426
36,430
36,494
36,537
36,547
36,561
36,578
36,582
37,126
37,137
37,161
37,283
37,352
37,359
37,392
37,430
38,29
38,44
38,45
38,106
38,347
38,411
38,499
38,535
39,68
39,180
39,215
39,329
39,373
39,403
39,452
39,498
39,543
39,566
39,584
39,586
40,75
40,119
41,43
41,72
41,112
41,123
41,162
41,230
41,240
41,245
41,283
41,385
41,421
41,495
42,161
42,182
42,186
42,206
42,272
42,401
42,420
42,541
42,600
43,18
43,300
43,378
43,380
43,400
43,437
43,488
43,559
44,13
44,174
44,179
44,339
44,457
44,486
44,560
45,17
45,55
45,126
45,202
45,491
45,495
45,500
45,511
45,519
46,65
46,246
46,516
47,6
47,8
47,97
47,170
47,176
47,214
47,222
47,263
47,281
47,376
47,393
47,427
47,431
48,109
48,124
48,389
48,464
48,534
49,13
49,14
49,20
49,102
49,168
49,299
49,463
49,567
50,59
50,84
50,91
50,114
50,268
50,281
50,307
50,404
50,517
50,568
51,14
51,56
51,197
51,266
51,274
51,309
51,353
52,278
53,42
53,46
53,178
53,324
53,367
53,457
54,3
54,19
54,35
54,37
54,79
54,276
54,380
54,398
54,404
54,491
54,541
55,25
55,66
55,182
55,243
55,300
55,366
55,476
55,513
55,532
56,62
56,175
56,339
56,352
56,377
56,597
57,14
57,58
57,218
57,260
57,261
57,377
57,402
57,424
57,531
58,30
58,97
58,103
58,234
58,261
58,344
58,464
58,497
58,526
59,9
59,21
59,111
59,224
59,367
59,374
59,380
59,393
59,417
59,548
60,201
60,247
60,330
60,343
61,135
61,141
61,151
61,221
61,396
62,35
62,64
62,67
62,125
62,136
62,250
62,437
62,486
62,542
62,585
62,596
63,4
63,102
63,192
63,248
63,281
63,300
63,358
63,374
63,437
63,490
64,233
64,262
64,342
64,376
64,513
64,539
64,540
64,574
65,37
65,180
65,277
65,306
65,393
65,431
65,478
66,5
66,213
66,347
67,19
67,34
67,183
67,394
67,437
67,561
67,584
67,590
68,106
68,173
68,203
68,463
69,71
69,276
69,376
69,487
69,505
70,12
70,422
71,16
71,104
71,153
71,219
71,238
71,270
71,312
71,438
71,474
71,499
71,540
72,192
72,204
72,245
72,273
72,347
72,356
72,357
72,374
72,384
72,489
72,588
73,334
73,455
74,129
74,514
74,584
75,442
76,42
76,116
76,232
76,244
76,346
76,554
76,556
77,32
77,218
77,331
78,205
78,217
78,229
78,282
78,289
78,319
78,359
78,391
78,432
78,520
79,151
79,166
79,206
79,217
79,243
79,346
79,358
79,531
79,543
79,576
79,581
80,34
80,142
80,300
80,522
81,110
81,132
81,224
81,264
81,272
81,409
81,533
81,583
82,2
82,53
82,86
82,139
82,190
82,264
82,349
82,386
82,432
82,509
82,561
83,72
83,105
83,138
83,182
83,240
83,312
83,317
83,366
83,378
83,434
83,479
84,11
84,31
84,67
84,238
84,313
84,365
84,402
84,595
85,4
85,34
85,463
86,170
86,259
86,347
86,379
86,514
86,545
87,11
87,47
87,154
87,216
87,245
87,290
87,300
87,348
87,447
87,461
87,483
87,547
87,592
88,32
88,93
88,106
88,224
88,287
88,300
88,321
88,443
88,468
88,571
89,46
89,217
89,264
89,437
89,459
89,540
90,53
90,57
90,104
90,110
90,121
90,206
90,229
90,252
90,264
90,447
90,469
91,17
91,27
91,34
91,109
91,128
91,149
91,166
91,214
91,215
91,218
91,219
91,231
91,321
91,340
91,342
91,384
91,565
92,5
92,17
92,29
92,159
92,328
92,401
92,577
93,192
93,225
93,301
93,409
93,417
93,498
93,501
93,561
93,582
93,599
94,36
94,57
94,81
94,103
94,161
94,169
94,170
94,173
94,292
94,345
94,400
94,495
95,24
95,32
95,174
95,359
95,458
95,470
95,569
96,434
97,18
97,27
97,71
97,151
97,275
97,280
97,312
97,373
97,444
97,474
97,483
97,484
97,516
97,545
97,552
97,590
98,4
98,44
98,49
98,62
98,67
98,122
98,135
98,190
98,219
98,300
98,436
99,174
99,349
99,411
99,420
99,448
99,520
99,538
99,546
99,570
100,115
100,293
100,440
101,95
101,109
101,136
101,142
101,383
101,458
101,483
101,487
101,519
102,14
102,18
102,159
102,224
102,281
102,300
102,329
102,396
102,465
102,470
102,483
102,490
102,507
102,550
102,552
103,162
103,177
103,233
103,309
103,310
104,67
104,172
104,193
104,214
104,313
104,468
105,17
105,53
105,58
105,91
105,92
105,230
105,241
105,301
105,348
105,361
105,369
105,386
105,397
105,498
105,549
105,569
105,581
106,34
106,42
106,494
106,567
107,146
107,485
107,532
107,576
108,30
108,206
108,233
108,254
108,374
108,418
108,424
108,480
108,548
109,161
109,204
109,258
109,313
109,319
109,382
109,394
109,514
110,85
110,114
110,142
110,224
110,309
110,378
110,451
110,463
110,486
110,513
110,522
110,591
111,42
111,108
111,138
111,149
111,223
111,430
111,452
111,557
112,436
113,1
113,58
113,148
113,285
113,291
113,322
113,347
113,450
113,487
113,569
114,14
114,116
114,160
114,191
114,361
114,365
114,367
114,454
114,458
114,493
114,516
114,518
114,567
115,133
115,337
116,2
116,197
116,309
116,357
116,576
117,56
117,109
117,412
117,475
117,504
118,270
118,508
119,351
120,124
120,146
120,227
121,18
121,72
121,106
121,125
121,206
121,240
121,373
121,400
121,410
121,463
121,470
121,536
122,16
122,158
122,206
122,215
122,220
122,299
122,419
123,24
123,49
123,211
123,309
123,355
123,457
123,483
123,588
123,589
124,11
124,78
124,141
124,142
124,197
124,230
124,257
124,258
124,361
124,408
125,17
125,83
125,136
125,262
125,382
125,433
125,448
125,465
125,502
126,40
126,254
126,261
126,339
126,427
126,443
126,488
126,569
127,100
127,503
127,571
128,581
129,122
129,157
129,193
129,243
129,280
129,328
129,457
129,480
129,560
130,22
130,46
130,101
130,217
130,246
130,273
130,361
130,384
130,445
130,460
130,505
130,547
130,597
131,52
131,210
131,551
132,42
132,49
132,116
132,151
132,180
132,237
132,244
132,304
132,377
132,467
132,482
132,540
132,555
132,591
133,40
133,119
134,172
134,207
134,257
134,284
134,345
134,408
134,501
134,557
134,564
135,4
135,65
135,194
135,226
135,261
135,394
135,400
135,424
135,463
135,465
135,492
135,558
135,596
136,18
136,19
136,125
136,128
136,158
136,161
136,177
136,205
136,213
136,259
136,295
136,358
136,394
136,421
136,579
137,26
137,71
137,104
137,223
137,263
137,313
137,367
137,437
138,423
138,457
139,172
139,336
139,431
140,63
140,180
140,248
140,259
140,335
140,370
140,394
140,431
140,439
141,29
141,63
141,83
141,169
141,179
141,230
141,258
141,281
141,504
141,543
141,587
142,35
142,49
142,93
142,178
142,302
142,346
142,437
142,498
142,542
143,38
143,50
143,136
143,196
143,259
143,260
143,281
143,460
143,534
144,455
145,110
145,198
145,281
145,339
145,378
145,427
145,470
145,477
145,480
145,500
145,501
145,564
145,566
145,591
146,53
146,62
146,189
146,192
146,352
146,444
146,458
146,530
147,90
147,102
147,257
147,296
148,30
148,49
148,93
148,117
148,180
148,190
148,209
148,233
148,241
148,253
148,271
148,400
148,431
148,454
148,516
148,520
148,545
148,593
149,53
149,172
149,428
149,476
149,479
149,490
149,574
150,16
150,137
150,146
150,222
150,277
150,312
150,359
150,516
151,281
151,322
151,410
151,598
152,50
152,93
152,116
152,164
152,385
152,498
152,534
152,558
153,69
153,306
153,380
153,430
153,533
154,224
154,262
154,292
154,432
155,5
155,77
155,148
155,298
155,410
155,472
155,560
156,18
156,58
156,116
156,132
156,231
156,246
156,394
156,428
156,504
156,551
157,20
157,120
157,332
157,343
157,395
157,536
158,114
158,162
158,210
158,401
158,427
158,453
158,510
158,514
159,47
159,207
159,257
159,381
159,425
159,518
159,526
160,26
160,317
160,480
160,542
161,150
161,331
161,345
161,361
161,385
161,463
161,569
161,583
162,1
162,26
162,277
162,370
162,373
162,393
162,423
162,522
163,57
163,91
163,214
163,470
163,486
163,598
164,10
164,20
164,37
164,59
164,87
164,117
164,161
164,168
164,173
164,268
164,288
164,304
164,361
164,378
164,429
164,460
164,515
165,68
165,107
165,217
165,281
165,317
165,361
165,416
165,532
165,566
166,79
166,87
166,103
166,107
166,110
166,232
166,236
166,307
166,411
166,420
166,500
166,520
166,552
166,576
166,592
167,101
167,140
167,152
167,154
167,162
167,166
167,190
167,209
167,288
167,341
167,495
167,561
168,561
168,577
169,104
169,129
169,365
169,480
169,514
170,10
170,21
170,53
170,182
170,183
170,237
170,238
170,301
170,326
170,345
170,477
170,518
170,523
171,330
172,34
172,219
172,237
172,364
172,513
172,570
173,19
173,170
173,240
173,241
173,280
173,287
173,303
174,39
174,102
174,323
174,377
174,378
174,393
174,494
174,529
175,72
175,106
175,151
175,273
175,300
175,320
175,380
175,485
175,497
175,508
175,578
176,21
176,30
176,123
176,220
176,321
176,408
176,411
176,502
176,543
176,545
177,378
177,511
177,579
177,591
178,108
178,177
178,262
178,342
178,380
178,480
178,585
179,149
179,186
179,294
179,309
179,383
179,424
179,526
180,161
180,218
180,236
180,237
180,262
180,431
180,475
180,584
181,118
182,68
182,94
182,104
182,108
182,109
182,283
182,344
182,419
182,502
183,108
183,289
183,468
183,491
183,516
183,553
184,38
184,93
184,95
184,236
184,579
184,597
185,196
185,440
185,471
186,44
186,57
186,76
186,154
186,184
186,198
186,205
186,228
186,237
186,428
187,89
187,190
187,206
188,4
188,153
188,169
188,271
188,291
188,408
188,491
188,549
189,2
189,87
189,176
189,396
189,481
190,13
190,69
190,172
190,198
190,391
190,430
190,486
190,583
191,300
191,348
191,397
192,393
192,569
193,4
193,38
193,65
193,68
193,104
193,412
193,450
194,253
194,273
194,417
194,560
195,201
195,208
195,247
196,270
196,439
197,28
197,341
197,346
197,430
197,458
197,536
198,30
198,56
198,166
198,304
198,349
198,367
198,463
198,554
198,557
199,197
199,206
199,328
199,374
199,483
199,507
199,592
200,562
200,580
201,7
202,99
202,104
202,167
202,214
202,220
202,377
202,446
202,577
203,135
203,153
203,506
203,566
204,84
204,95
204,223
204,272
204,389
204,463
204,502
205,27
205,89
205,109
205,201
205,220
205,326
205,334
205,371
205,425
205,530
205,553
206,1
206,32
206,160
206,173
206,292
206,356
206,456
206,486
207,129
207,186
207,276
207,289
207,384
207,543
208,372
209,5
209,57
209,82
209,84
209,91
209,113
209,295
209,407
209,492
209,569
209,593
210,12
210,311
211,31
211,504
211,525
211,535
211,553
211,565
211,574
212,131
212,267
212,455
212,471
212,544
213,122
213,243
213,259
213,280
213,313
213,373
213,516
214,30
214,44
214,117
214,204
214,213
214,328
214,339
214,475
214,552
215,18
215,26
215,47
215,84
215,143
215,207
215,282
215,303
215,306
215,341
215,437
215,438
215,458
215,463
215,483
215,490
216,186
216,252
216,339
216,349
216,424
216,436
216,585
217,85
217,93
217,95
217,97
217,151
217,523
217,583
218,190
218,197
218,222
218,279
218,289
218,300
218,438
218,479
218,486
218,494
218,514
219,16
219,24
219,39
219,166
219,300
219,326
219,371
219,453
219,457
219,463
219,527
219,535
219,542
220,99
220,107
220,205
220,236
220,275
220,283
220,350
220,549
221,1
221,35
221,126
221,308
221,459
221,545
221,566
222,86
222,114
222,143
222,344
222,436
222,492
222,502
222,556
223,8
223,51
223,175
223,182
223,218
223,336
223,384
223,579
224,197
224,462
224,463
224,581
225,32
225,67
225,72
225,76
225,145
225,257
225,597
226,55
226,262
226,272
226,346
226,424
226,428
226,450
226,498
226,536
226,561
226,569
227,16
227,448
227,537
227,547
227,583
228,153
228,259
228,278
229,38
229,44
229,108
229,154
229,373
229,409
229,538
230,526
231,107
231,412
231,489
231,540
232,412
232,454
232,593
233,150
233,183
233,409
233,476
233,549
233,581
234,250
234,300
234,378
234,478
234,541
234,592
235,73
235,493
236,79
236,104
236,396
236,399
236,436
236,444
236,466
236,476
236,498
236,504
236,536
236,599
237,46
237,59
237,90
237,107
237,179
237,205
237,231
237,289
237,347
237,552
237,585
238,103
238,190
238,257
238,514
239,311
240,14
240,104
240,344
240,373
240,477
240,478
240,505
240,565
241,85
241,89
241,192
241,252
241,277
241,370
241,383
241,461
241,470
241,542
241,597
242,117
242,544
243,127
243,138
243,154
243,258
243,451
243,491
243,510
243,537
243,560
243,600
244,26
244,36
244,68
244,92
244,331
244,334
244,354
244,376
244,472
244,490
244,540
244,542
244,578
245,58
245,115
245,192
245,483
