airport_id,name,iata,lat,lon
1,Synthetic Airport 1,A000,38.666515,-124.17421
2,Synthetic Airport 2,A001,35.713078,-119.67395
3,Synthetic Airport 3,A002,30.847664,-97.20285
4,Synthetic Airport 4,A003,45.610924,-89.99733
5,Synthetic Airport 5,A004,30.577173,-119.19025
6,Synthetic Airport 6,A005,39.21518,-122.349144
7,Synthetic Airport 7,A006,50.033337,-3.3146973
8,Synthetic Airport 8,A007,39.695312,-103.89856
9,Synthetic Airport 9,A008,36.857544,-118.68949
10,Synthetic Airport 10,A009,30.200453,-96.52911
11,Synthetic Airport 11,A010,49.97334,-123.72347
12,Synthetic Airport 12,A011,48.961796,-1.1930847
13,Synthetic Airport 13,A012,38.94476,-87.481415
14,Synthetic Airport 14,A013,41.093994,-104.60918
15,Synthetic Airport 15,A014,37.14413,-120.26895
16,Synthetic Airport 16,A015,37.5934,-86.4924
17,Synthetic Airport 17,A016,34.821556,-87.451294
18,Synthetic Airport 18,A017,40.50894,-104.6271
19,Synthetic Airport 19,A018,34.17535,-98.0863
20,Synthetic Airport 20,A019,43.54488,-85.34588
21,Synthetic Airport 21,A020,38.158367,-89.60211
22,Synthetic Airport 22,A021,35.197018,-122.23986
23,Synthetic Airport 23,A022,23.640812,-81.664246
24,Synthetic Airport 24,A023,37.77472,-85.06716
25,Synthetic Airport 25,A024,39.810635,-70.395996
26,Synthetic Airport 26,A025,33.11174,-88.99361
27,Synthetic Airport 27,A026,36.169212,-81.91138
28,Synthetic Airport 28,A027,34.891193,-115.72819
29,Synthetic Airport 29,A028,32.619366,-94.82346
30,Synthetic Airport 30,A029,40.63584,-86.55305
31,Synthetic Airport 31,A030,36.068127,-121.75627
32,Synthetic Airport 32,A031,47.611736,-122.54075
33,Synthetic Airport 33,A032,26.869719,-82.058685
34,Synthetic Airport 34,A033,48.764538,-125.828926
35,Synthetic Airport 35,A034,35.723053,-114.83686
36,Synthetic Airport 36,A035,31.556252,-116.44855
37,Synthetic Airport 37,A036,32.87595,-98.36678
38,Synthetic Airport 38,A037,32.92442,-85.34636
39,Synthetic Airport 39,A038,32.171516,-115.2348
40,Synthetic Airport 40,A039,52.770676,-1.4789886
41,Synthetic Airport 41,A040,37.304337,-119.08527
42,Synthetic Airport 42,A041,34.2035,-83.887146
43,Synthetic Airport 43,A042,44.805386,-126.05719
44,Synthetic Airport 44,A043,34.27387,-82.67392
45,Synthetic Airport 45,A044,44.74546,-83.133194
46,Synthetic Airport 46,A045,38.581585,-104.72212
47,Synthetic Airport 47,A046,31.289547,-99.318924
48,Synthetic Airport 48,A047,38.002705,-123.44415
49,Synthetic Airport 49,A048,32.447308,-87.70916
50,Synthetic Airport 50,A049,38.050983,-121.90434
51,Synthetic Airport 51,A050,38.144463,-116.23414
52,Synthetic Airport 52,A051,51.763763,-4.685791
53,Synthetic Airport 53,A052,39.786922,-76.793396
54,Synthetic Airport 54,A053,33.989162,-96.48443
55,Synthetic Airport 55,A054,25.409327,-79.855286
56,Synthetic Airport 56,A055,43.70068,-106.72584
57,Synthetic Airport 57,A056,34.939617,-116.19093
58,Synthetic Airport 58,A057,42.132084,-90.141304
59,Synthetic Airport 59,A058,39.5801,-90.6587
60,Synthetic Airport 60,A059,53.286625,-3.072937
61,Synthetic Airport 61,A060,40.60552,-120.0024
62,Synthetic Airport 62,A061,32.456234,-97.899994
63,Synthetic Airport 63,A062,34.85034,-115.64454
64,Synthetic Airport 64,A063,35.306793,-81.69981
65,Synthetic Airport 65,A064,39.74037,-122.0771
66,Synthetic Airport 66,A065,29.156387,-80.62555
67,Synthetic Airport 67,A066,33.56247,-95.13787
68,Synthetic Airport 68,A067,40.9508,-102.520935
69,Synthetic Airport 69,A068,48.75732,-125.19071
70,Synthetic Airport 70,A069,51.928047,0.6259308
71,Synthetic Airport 71,A070,44.671925,-91.330444
72,Synthetic Airport 72,A071,40.137936,-121.91443
73,Synthetic Airport 73,A072,47.511486,0.98043823
74,Synthetic Airport 74,A073,25.869951,-79.957405
75,Synthetic Airport 75,A074,47.508163,-1.4258575
76,Synthetic Airport 76,A075,42.248993,-72.04581
77,Synthetic Airport 77,A076,49.000336,-119.766495
78,Synthetic Airport 78,A077,40.407635,-71.95568
79,Synthetic Airport 79,A078,47.01127,-90.78182
80,Synthetic Airport 80,A079,46.12488,-123.21688
81,Synthetic Airport 81,A080,34.53892,-98.73742
82,Synthetic Airport 82,A081,33.789547,-116.618256
83,Synthetic Airport 83,A082,40.490875,-73.85766
84,Synthetic Airport 84,A083,30.506674,-115.137924
85,Synthetic Airport 85,A084,34.587833,-118.59972
86,Synthetic Airport 86,A085,50.4213,-124.50483
87,Synthetic Airport 87,A086,40.852055,-71.8611
88,Synthetic Airport 88,A087,41.169228,-126.0298
89,Synthetic Airport 89,A088,34.35886,-84.21414
90,Synthetic Airport 90,A089,41.506336,-73.43679
91,Synthetic Airport 91,A090,32.379417,-98.55
92,Synthetic Airport 92,A091,32.8288,-94.41131
93,Synthetic Airport 93,A092,39.57315,-106.1843
94,Synthetic Airport 94,A093,35.00387,-95.684135
95,Synthetic Airport 95,A094,33.549927,-119.89236
