source_airport_id,target_airport_id
1,16
1,19
1,49
1,54
1,107
2,15
2,33
2,83
2,86
2,98
2,101
2,110
2,116
2,121
2,123
2,126
3,2
3,35
3,67
3,84
3,101
3,105
3,109
3,111
3,120
3,139
4,31
4,54
4,66
4,105
5,25
5,28
5,34
5,37
5,48
5,77
5,98
5,100
5,150
6,46
7,54
7,64
7,123
7,124
7,135
7,139
8,7
8,29
8,39
8,94
8,125
8,137
8,139
8,141
8,150
9,15
9,42
9,70
9,124
9,131
9,138
10,5
10,7
10,14
10,71
10,79
10,107
10,113
10,114
10,115
10,145
11,41
11,54
11,136
12,91
12,102
12,112
12,126
12,127
12,129
13,50
13,61
13,100
14,19
14,34
14,67
14,77
14,89
14,116
14,133
14,142
15,29
15,30
15,37
15,76
15,105
15,120
15,124
15,141
16,8
16,61
16,83
17,32
17,57
17,79
17,89
17,105
17,111
17,134
18,7
18,44
18,55
18,83
18,85
18,91
18,95
18,102
18,111
18,119
18,138
19,17
19,21
19,27
19,32
19,75
19,88
19,104
19,115
19,131
19,133
19,137
19,143
19,148
20,6
20,106
21,32
21,37
21,97
21,125
22,7
22,9
22,17
22,26
22,63
22,69
22,76
22,126
23,16
23,91
23,111
23,119
23,123
23,124
24,50
24,54
24,55
24,61
24,76
24,95
24,105
24,128
24,136
24,143
25,41
25,58
25,88
25,92
25,100
26,10
26,14
26,59
26,66
26,68
26,143
26,146
27,9
27,14
27,35
27,37
27,68
27,105
28,4
28,66
28,72
28,74
28,104
28,118
29,34
29,76
30,10
30,11
30,20
30,37
30,40
30,51
30,77
30,107
31,8
31,40
31,41
31,57
31,77
31,79
31,89
31,100
31,102
31,105
31,128
31,139
32,26
32,35
32,54
32,66
32,118
32,122
32,128
32,141
33,44
33,71
33,75
33,76
33,77
33,83
33,104
33,116
33,129
33,138
33,149
34,88
34,111
35,48
35,54
36,29
36,30
36,76
37,17
37,19
37,36
37,47
37,51
37,58
37,59
37,81
37,94
37,107
37,113
37,120
37,123
37,150
38,12
38,35
38,63
38,66
38,70
38,83
38,95
38,102
38,111
38,128
38,141
38,144
39,16
39,45
39,61
39,76
39,96
39,97
39,102
39,117
40,19
40,47
40,73
40,83
40,140
41,49
41,57
41,75
41,88
41,102
41,115
41,125
41,139
42,2
42,7
42,22
42,31
42,39
42,96
42,122
42,138
43,56
44,97
44,121
45,12
45,19
45,39
45,116
46,90
46,146
47,37
47,50
47,57
47,75
47,76
47,107
47,117
47,127
47,134
47,135
48,4
48,40
48,73
48,89
48,108
48,117
48,136
48,143
