airport_id,name,iata,lat,lon
1,Synthetic Airport 1,A000,29.570044,-81.39775
2,Synthetic Airport 2,A001,50.861046,-2.9474792
3,Synthetic Airport 3,A002,45.650345,-120.58535
4,Synthetic Airport 4,A003,33.227905,-96.05244
5,Synthetic Airport 5,A004,37.389313,-95.29306
6,Synthetic Airport 6,A005,38.192654,-100.91568
7,Synthetic Airport 7,A006,32.693714,-115.43961
8,Synthetic Airport 8,A007,40.266907,-106.96405
9,Synthetic Airport 9,A008,40.842125,-108.05104
10,Synthetic Airport 10,A009,40.288486,-72.14432
11,Synthetic Airport 11,A010,32.487938,-99.07032
12,Synthetic Airport 12,A011,34.304726,-97.06511
13,Synthetic Airport 13,A012,33.939613,-95.36084
14,Synthetic Airport 14,A013,38.573948,-77.0657
15,Synthetic Airport 15,A014,40.482937,-77.99806
16,Synthetic Airport 16,A015,33.711273,-83.909096
17,Synthetic Airport 17,A016,49.36103,-0.3655243
18,Synthetic Airport 18,A017,40.37578,-105.165306
19,Synthetic Airport 19,A018,31.924788,-84.350624
20,Synthetic Airport 20,A019,53.414135,-2.1753235
21,Synthetic Airport 21,A020,33.28529,-100.06728
22,Synthetic Airport 22,A021,37.79991,-122.71231
23,Synthetic Airport 23,A022,32.458645,-86.37112
24,Synthetic Airport 24,A023,33.70438,-121.695465
25,Synthetic Airport 25,A024,29.946108,-117.39714
26,Synthetic Airport 26,A025,38.378487,-73.900894
27,Synthetic Airport 27,A026,41.36698,-72.96504
28,Synthetic Airport 28,A027,47.212868,-2.4328918
29,Synthetic Airport 29,A028,35.33392,-85.74381
30,Synthetic Airport 30,A029,37.14911,-75.776184
31,Synthetic Airport 31,A030,42.154778,-75.551384
32,Synthetic Airport 32,A031,31.208805,-96.64948
33,Synthetic Airport 33,A032,35.499584,-119.97445
34,Synthetic Airport 34,A033,37.8832,-121.66686
35,Synthetic Airport 35,A034,22.72223,-79.60749
36,Synthetic Airport 36,A035,40.1196,-118.328674
37,Synthetic Airport 37,A036,44.857616,-90.69288
38,Synthetic Airport 38,A037,33.80999,-116.6327
39,Synthetic Airport 39,A038,39.308266,-104.85268
40,Synthetic Airport 40,A039,37.301567,-122.40706
41,Synthetic Airport 41,A040,30.949495,-99.940025
42,Synthetic Airport 42,A041,42.053272,-105.594086
43,Synthetic Airport 43,A042,39.555515,-72.2917
44,Synthetic Airport 44,A043,39.753716,-104.83865
45,Synthetic Airport 45,A044,24.209307,-80.12489
46,Synthetic Airport 46,A045,46.19805,-122.890236
47,Synthetic Airport 47,A046,31.38615,-116.09936
48,Synthetic Airport 48,A047,36.15484,-84.47064
49,Synthetic Airport 49,A048,40.333126,-78.17893
50,Synthetic Airport 50,A049,41.78794,-106.057846
51,Synthetic Airport 51,A050,42.00085,-91.844894
52,Synthetic Airport 52,A051,32.251896,-90.93057
53,Synthetic Airport 53,A052,33.28823,-119.468735
54,Synthetic Airport 54,A053,40.85374,-85.24018
55,Synthetic Airport 55,A054,41.99012,-87.813065
56,Synthetic Airport 56,A055,36.870766,-124.72409
57,Synthetic Airport 57,A056,39.256256,-106.5551
58,Synthetic Airport 58,A057,39.217052,-85.64608
59,Synthetic Airport 59,A058,49.856308,-0.13905334
60,Synthetic Airport 60,A059,36.948814,-84.331696
61,Synthetic Airport 61,A060,32.298233,-84.53462
62,Synthetic Airport 62,A061,23.687714,-80.210205
63,Synthetic Airport 63,A062,26.470552,-78.67619
64,Synthetic Airport 64,A063,40.435844,-121.273865
65,Synthetic Airport 65,A064,37.733253,-73.34669
66,Synthetic Airport 66,A065,32.482758,-99.12604
67,Synthetic Airport 67,A066,40.710094,-86.885086
68,Synthetic Airport 68,A067,30.419561,-119.77699
69,Synthetic Airport 69,A068,52.939854,1.7333984
70,Synthetic Airport 70,A069,32.852913,-99.5824
71,Synthetic Airport 71,A070,25.938784,-80.56225
72,Synthetic Airport 72,A071,31.395176,-97.055016
73,Synthetic Airport 73,A072,40.765667,-107.32299
74,Synthetic Airport 74,A073,24.717306,-76.843056
75,Synthetic Airport 75,A074,37.335495,-119.45818
76,Synthetic Airport 76,A075,37.639576,-105.60087
77,Synthetic Airport 77,A076,49.037796,1.0891418
78,Synthetic Airport 78,A077,54.141064,0.3030548
79,Synthetic Airport 79,A078,32.62649,-89.654816
80,Synthetic Airport 80,A079,38.204662,-121.878204
81,Synthetic Airport 81,A080,37.55372,-122.501686
82,Synthetic Airport 82,A081,50.58771,-0.2878723
83,Synthetic Airport 83,A082,32.62478,-86.58144
84,Synthetic Airport 84,A083,38.881466,-122.917694
85,Synthetic Airport 85,A084,39.25236,-105.03021
86,Synthetic Airport 86,A085,25.493013,-77.91081
87,Synthetic Airport 87,A086,33.685143,-83.75884
88,Synthetic Airport 88,A087,44.327217,-87.91841
89,Synthetic Airport 89,A088,43.335224,-84.849365
90,Synthetic Airport 90,A089,33.665,-98.150795
91,Synthetic Airport 91,A090,32.814457,-119.18736
92,Synthetic Airport 92,A091,37.09216,-108.307205
93,Synthetic Airport 93,A092,42.54036,-70.639885
94,Synthetic Airport 94,A093,35.573597,-82.49903
95,Synthetic Airport 95,A094,41.692783,-86.07361
96,Synthetic Airport 96,A095,48.533966,-120.971
97,Synthetic Airport 97,A096,35.504486,-118.1882
98,Synthetic Airport 98,A097,43.63657,-87.476326
99,Synthetic Airport 99,A098,35.784367,-118.91251
100,Synthetic Airport 100,A099,36.710064,-122.7862
