source_airport_id,target_airport_id
1,8
1,61
2,16
2,28
2,61
2,75
3,11
3,18
3,27
3,31
3,38
3,49
4,1
4,5
4,8
4,12
4,26
4,36
5,4
5,8
5,17
5,26
5,30
5,36
5,48
5,51
5,55
5,62
6,29
6,34
6,46
6,48
6,53
6,67
6,73
7,4
7,38
7,49
7,63
7,66
7,72
8,23
8,34
8,48
8,50
8,68
9,22
9,70
10,1
10,5
10,15
10,21
10,27
10,45
10,58
10,59
11,33
11,36
11,65
11,72
12,1
12,3
12,39
13,28
13,30
13,36
13,59
13,65
14,32
15,7
15,21
15,42
15,53
16,7
16,9
16,46
16,47
16,50
16,70
16,72
17,4
17,30
17,33
17,42
17,50
18,11
18,22
18,23
18,26
18,33
18,48
19,10
19,15
19,16
19,51
19,53
19,59
19,61
20,27
20,43
20,48
21,6
21,9
21,20
21,31
21,43
21,45
21,50
21,65
22,6
22,11
22,15
22,23
22,29
22,31
23,3
23,22
23,36
23,40
23,42
24,25
24,30
24,48
24,49
24,54
24,65
24,71
25,32
26,9
26,37
26,52
26,62
26,75
27,6
27,13
27,23
27,30
27,39
27,56
28,2
28,59
28,70
29,1
29,4
29,39
29,42
29,46
29,48
29,52
29,55
30,6
30,60
30,65
31,3
31,6
31,8
31,39
31,45
31,48
31,67
32,14
32,44
33,6
33,12
33,30
33,35
33,42
33,72
33,74
34,10
34,12
34,15
34,45
34,69
34,71
35,1
35,13
35,69
35,75
36,68
37,4
37,50
37,55
37,56
38,36
38,64
38,65
39,26
39,65
39,71
40,15
40,22
40,24
40,52
40,56
40,65
40,68
41,64
41,71
42,3
42,6
42,18
42,56
43,6
43,26
43,51
43,66
44,32
45,16
45,36
46,5
46,6
46,7
46,11
46,15
46,18
46,21
46,39
46,48
46,49
46,58
46,62
46,65
46,74
47,54
47,60
47,65
48,4
48,5
48,23
48,31
48,35
48,39
48,50
48,54
49,12
49,17
49,39
49,42
49,48
49,55
50,5
50,70
51,13
51,71
52,54
53,38
53,45
54,6
54,8
54,17
54,18
54,21
55,19
55,26
55,30
55,63
55,67
56,18
56,27
56,29
56,35
56,37
56,71
57,11
57,31
57,51
57,61
58,6
58,11
58,23
58,38
58,55
59,9
59,15
59,19
59,39
59,43
59,47
59,53
59,57
60,8
60,12
60,41
60,42
60,72
61,21
61,26
61,33
61,34
61,40
61,53
61,63
62,33
62,41
62,67
63,30
63,33
63,37
63,65
64,30
64,46
64,49
65,28
65,38
66,3
66,6
66,28
66,29
66,41
66,45
66,50
66,56
66,57
66,62
67,7
67,31
67,42
67,49
67,71
68,27
68,55
68,63
68,67
69,1
69,4
69,18
69,22
69,28
69,30
69,31
69,34
69,49
69,63
69,73
70,15
70,27
70,42
70,46
70,47
70,48
70,56
70,65
70,75
71,22
71,27
71,29
71,30
71,52
71,66
72,43
72,46
72,47
73,14
73,26
73,43
73,65
73,67
74,3
74,58
74,64
75,28
75,47
